Label;Text
negative;Terrible disorganized breakfast 
negative; The aircondition makes so much noise and its hard to sleep at night
negative;The stay was awful and the room as dirty and too small for three people 
negative;unhelpful staff
negative;Not worth the money and very disappointing
negative; We were treated extremely well
negative; The staff is unfriendly and unhelpful
negative;the rooms need a renovation location and cleanliness
negative; Breakfast staff reasonably rude
negative; Very old furniture noisy uncomfortable bed
negative;Rooms were very old and in need of modernisation
negative;Terrible disorganized breakfast 
negative; The aircondition makes so much noise and its hard to sleep at night
negative;The stay was awful and the room as dirty and too small for three people 
negative;unhelpful staff
negative;Not worth the money and very disappointing
negative; We were treated extremely well
negative; The staff is unfriendly and unhelpful
positive;staff was very kind
positive; The rooms are enormous and really comfortable
positive;Excellent welcome and information at check in pleasant friendly staff
positive;the hotel was great staff very friendly and helpful location unique 
positive;Location comfort and good service 
positive;Staff was very helpful 
positive;Nice deco good bed and quiet room Excellent location
positive;Great location and lovely hotel 
positive;Excellent food perfect location friendly staff
positive;Location is wonderful and the staff very professional 
positive;Very charming We will come back 
positive; Absolutely loved this place  Very good location fantastic staff wonderful restaurant 
positive;Everything was good
positive;Staff very friendly excellent hotel Great location too all attractions
positive;Friendly cooperative staff 
positive;The location was perfect
positive;Staff very firendly and helpful 
positive;Lovely decor Hotel is old but well maintained and clean 
positive;Very good breakfast 
positive; Rooms were comfortable
positive;The staff were excellent friendly helpful and efficient 
positive; Absolutely loved this place  
positive;Very good location and wonderful restaurant 
positive;fantastic staff
positive;Breakfast was amazing 
positive;it was really lovely  It was very clean and efficient 
positive;The staff was more than accommodating and very friendly 
positive; Absolutely fabulous hotel 
positive;No real complaints the hotel was great great location surroundings rooms amenities and service
positive;This hotel is awesome
positive;The quality of the hotel was brilliant
positive;he hotel is lovely and the staff were amazing 
positive;Beautiful setting in a lovely park and rooms are  very spacious clean and comfortable
positive;The property is amazing 
positive;Very pleased with this hotel 
positive;Location is fantastic and Room was very clean and good size with impressive views 
positive;Very friendly and attentive staff 
positive;Excellent food in the restaurant delivered hot and correctly cooked 
positive;I loved our room it was very spacious nice decor we had a beautiful view of the London Eye which looked great at night
positive; The staff were polite and friendly they made us feel welcome with little touches such as a birthday card for me  They also gave us a free upgrade on our room which was great 
positive;The breakfast was good on both days we had , a good variety of different foods 
positive;The service we received was brilliant it was my partners birthday and we got treated amazingly well
